"variable","mean","low_ci","high_ci","sd","naive_se","timeseries_se","site","pft","model","variance"
"int_overall",-1.73509243872656,-1.97441902484595,-1.508290168174,0.11609174702592,0.00183099989861792,0.00372053341428638,"Blodgett","cedar","ddbh_model",0.0134772937275302
"d2_size",-0.167987595461542,-0.258845232895262,-0.0786822710932851,0.0459324047936722,0.000724446230460412,0.000777145103464699,"Blodgett","cedar","ddbh_model",0.00210978581012976
"log_size",0.61429702397447,0.501731454481895,0.730195475605049,0.0572827039462589,0.000903463233219697,0.00102425714361067,"Blodgett","cedar","ddbh_model",0.00328130817139475
"betaCWD",0.202406447468272,0.152047467626011,0.252194162901865,0.0259667459788656,0.000409547710950761,0.000409547710950761,"Blodgett","cedar","ddbh_model",0.000674271896730933
"int_plot_sd",0.173299828402447,0.0831903552477276,0.338054336569233,0.0678487192881277,0.00107011050587585,0.0013125308910429,"Blodgett","cedar","ddbh_model",0.00460344870903915
"int_tree_sd",0.52333356740919,0.480890231857849,0.566768722411889,0.0218268924163609,0.000344253909733809,0.00035423330170735,"Blodgett","cedar","ddbh_model",0.000476413232555393
"obs_sd",0.780644952456716,0.747716233840689,0.816045911106282,0.0175301646925491,0.000276485888076492,0.000432987871993461,"Blodgett","cedar","ddbh_model",0.000307306674147895
"res_sd",0.435511020973521,0.313746160391525,0.545055930154086,0.0602203099367554,0.000949795176777902,0.00298077275213086,"Blodgett","cedar","ddbh_model",0.00362648572887888
"treat_cwd[None]",0,0,0,0,0,0,"Blodgett","cedar","ddbh_model",0
"treat_cwd[Burn]",-0.107507316697234,-0.183239444884926,-0.0335435158008924,0.0381929694104212,0.000602379797960876,0.000602379797960877,"Blodgett","cedar","ddbh_model",0.00145870291238537
"treat_cwd[Burn+Thin]",-0.182508240773333,-0.268792665746631,-0.0979283398259359,0.0434973924687656,0.000686041197938659,0.000686041197938659,"Blodgett","cedar","ddbh_model",0.00189202315158183
"treat_cwd[Thin]",-0.142721924432973,-0.216095928898924,-0.0680349570719924,0.0386180930993574,0.000609084851948637,0.000609084851948637,"Blodgett","cedar","ddbh_model",0.00149135711463064
"treat_mean[None]",0,0,0,0,0,0,"Blodgett","cedar","ddbh_model",0
"treat_mean[Burn]",0.227064018581766,-0.0762694744359373,0.566921041791745,0.160799929746758,0.00253613768942892,0.00454122148540918,"Blodgett","cedar","ddbh_model",0.0258566174065623
"treat_mean[Burn+Thin]",0.86425331043455,0.534076166516887,1.19616367323958,0.166373164183508,0.00262403878446873,0.00401888812100259,"Blodgett","cedar","ddbh_model",0.0276800297604325
"treat_mean[Thin]",0.723033438273443,0.397445929289635,1.05785384176363,0.165125861088286,0.00260436631076233,0.00444116217550578,"Blodgett","cedar","ddbh_model",0.0272665500001479
"treat_size[None]",0,0,0,0,0,0,"Blodgett","cedar","ddbh_model",0
"treat_size[Burn]",-0.0328058828401939,-0.145213506620212,0.0785188802800737,0.057533765238796,0.000907422973795223,0.000947645058311982,"Blodgett","cedar","ddbh_model",0.00331013414255289
"treat_size[Burn+Thin]",-0.356757895971484,-0.497037397625344,-0.218237047363525,0.0719195383311185,0.00113431549413693,0.00116328122973109,"Blodgett","cedar","ddbh_model",0.00517241999376122
"treat_size[Thin]",-0.105455973696615,-0.229057924603536,0.0197264882484388,0.0626894467897043,0.00098873842161006,0.000988738421610061,"Blodgett","cedar","ddbh_model",0.00392996673879917
"int_overall",-0.953498723457125,-1.23563944343078,-0.626235170176534,0.151868414948165,0.0011313319882509,0.0103338997644777,"Blodgett","fir","ddbh_model",0.023064015458868
"d2_size",-0.202922368965405,-0.29737785847923,-0.103088495736433,0.0500117119343255,0.000372558372442376,0.00183498316822078,"Blodgett","fir","ddbh_model",0.00250117133060196
"log_size",0.532866711935193,0.412975063701574,0.651406296604297,0.05964976508444,0.000444356302491942,0.00239126132332918,"Blodgett","fir","ddbh_model",0.00355809447462888
"betaCWD",0.192542267679083,0.150727864773988,0.234651604747926,0.0216164380692834,0.00016102998025081,0.000481317412232109,"Blodgett","fir","ddbh_model",0.000467270394803165
"int_plot_sd",0.277541792657901,0.149336030021706,0.511053542506166,0.094188675057082,0.00070165123577155,0.0026346668166637,"Blodgett","fir","ddbh_model",0.00887150650900858
"int_tree_sd",0.466495409448164,0.428036268340776,0.508072957541028,0.0204828099244086,0.000152585105235053,0.000495553054482189,"Blodgett","fir","ddbh_model",0.000419545502399451
"obs_sd",0.867150823532514,0.826534984042664,0.908752600227917,0.0210596206629975,0.000156882012132744,0.00045784860306309,"Blodgett","fir","ddbh_model",0.000443507622469351
"res_sd",0.0992950464889605,0.0191978291322452,0.254865590410078,0.0631342475654869,0.000470313684707683,0.00603031961947956,"Blodgett","fir","ddbh_model",0.00398593321566019
"treat_cwd[None]",0,0,0,0,0,0,"Blodgett","fir","ddbh_model",0
"treat_cwd[Burn]",-0.0859258577342897,-0.146898139920478,-0.023032519647493,0.0316321422576225,0.000235641192443905,0.00076867051673307,"Blodgett","fir","ddbh_model",0.00100059242380647
"treat_cwd[Burn+Thin]",-0.0391069547566863,-0.123387140162682,0.0436639511035444,0.0424656143096112,0.000316344302965077,0.000826799518144679,"Blodgett","fir","ddbh_model",0.00180332839869266
"treat_cwd[Thin]",-0.0479252364770661,-0.110543764571078,0.0150436073645129,0.0321214179632673,0.000239286013897128,0.000653336706843282,"Blodgett","fir","ddbh_model",0.00103178549197091
"treat_mean[None]",0,0,0,0,0,0,"Blodgett","fir","ddbh_model",0
"treat_mean[Burn]",0.0049234454363063,-0.489250834248658,0.44737580497317,0.231547804361014,0.0017248974249997,0.0147206774550579,"Blodgett","fir","ddbh_model",0.0536143857044064
"treat_mean[Burn+Thin]",0.0908009581426315,-0.402857307156702,0.554492209944408,0.236627360698044,0.00176273718629678,0.0116284803898376,"Blodgett","fir","ddbh_model",0.0559925078309222
"treat_mean[Thin]",0.356756726359237,-0.116473926304197,0.819975736136024,0.23071553319091,0.00171869748541411,0.0124633234166197,"Blodgett","fir","ddbh_model",0.0532296572555659
"treat_size[None]",0,0,0,0,0,0,"Blodgett","fir","ddbh_model",0
"treat_size[Burn]",-0.0569054806587122,-0.169423024770448,0.0523595139074541,0.0560540805346125,0.000417570529082324,0.00166646633377559,"Blodgett","fir","ddbh_model",0.00314205994458082
"treat_size[Burn+Thin]",-0.277809209397269,-0.44405162571685,-0.1073601293807,0.0860552939085066,0.000641062243194254,0.00183342282688623,"Blodgett","fir","ddbh_model",0.00740551360967945
"treat_size[Thin]",-0.204515671210195,-0.320713373746007,-0.0909695035420671,0.0581596227054415,0.000433255602316829,0.00143491230338308,"Blodgett","fir","ddbh_model",0.00338254171323931
"int_overall",-0.684492129226756,-0.842975805083144,-0.500036561638495,0.0866365418171764,0.000612306785282235,0.00223036909655479,"Blodgett","yellow_pine","ddbh_model",0.00750589037803935
"d2_size",-0.413439574116957,-0.573689772825019,-0.255544233680891,0.0814363319536964,0.000575554120442269,0.00222510319727645,"Blodgett","yellow_pine","ddbh_model",0.00663187616207263
"log_size",0.730586716034392,0.54494498173338,0.921092663454937,0.0960726111585205,0.000678996534929573,0.0029253482584873,"Blodgett","yellow_pine","ddbh_model",0.00922994661481628
"betaCWD",0.0974502567893302,0.0138944055396221,0.182583794602901,0.0428517184651082,0.000302856016951358,0.000918323370062364,"Blodgett","yellow_pine","ddbh_model",0.00183626977541289
"int_plot_sd",0.0925999297136832,0.00482879898834582,0.26547300190644,0.0708117635099758,0.000500464611877698,0.00141284370812809,"Blodgett","yellow_pine","ddbh_model",0.00501430585139274
"int_tree_sd",0.317145201187867,0.269569124469063,0.37033887822306,0.0258482879277399,0.00018268367774285,0.000358407467488859,"Blodgett","yellow_pine","ddbh_model",0.000668133988795344
"obs_sd",1.04811551915804,0.965069265484229,1.13673260029774,0.0432170212632264,0.000305437807236136,0.000542159340144716,"Blodgett","yellow_pine","ddbh_model",0.00186771092686616
"res_sd",0.137995314510401,0.0179614138679105,0.364665448237776,0.0949500436910853,0.00067106275014511,0.00579354357808079,"Blodgett","yellow_pine","ddbh_model",0.00901551079693901
"treat_cwd[None]",0,0,0,0,0,0,"Blodgett","yellow_pine","ddbh_model",0
"treat_cwd[Burn]",-0.0584376414569705,-0.185381264134629,0.0684152497243925,0.0647355895112404,0.000457521039916662,0.00123917671961809,"Blodgett","yellow_pine","ddbh_model",0.00419069654936782
"treat_cwd[Burn+Thin]",-0.0463602612478387,-0.156799572871988,0.0621841687087937,0.0560462594298172,0.000396108896070477,0.00109580029742949,"Blodgett","yellow_pine","ddbh_model",0.00314118319607437
"treat_cwd[Thin]",0.103763453431009,-0.0663335728714364,0.271602265903496,0.0865588247024467,0.000611757516859426,0.0015514167680319,"Blodgett","yellow_pine","ddbh_model",0.0074924301338689
"treat_mean[None]",0,0,0,0,0,0,"Blodgett","yellow_pine","ddbh_model",0
"treat_mean[Burn]",0.0815871365485685,-0.171606843527731,0.338538453271625,0.127963945016686,0.0009043896508536,0.0027404337355529,"Blodgett","yellow_pine","ddbh_model",0.0163747712242334
"treat_mean[Burn+Thin]",0.0243744707813627,-0.234703278326228,0.239065870826325,0.119952950804523,0.000847771669455923,0.0028598928367315,"Blodgett","yellow_pine","ddbh_model",0.0143887104067123
"treat_mean[Thin]",-0.138656839817547,-0.499590603751475,0.176495082214621,0.170645536511067,0.00120604328949725,0.00374056345199874,"Blodgett","yellow_pine","ddbh_model",0.0291198991311499
"treat_size[None]",0,0,0,0,0,0,"Blodgett","yellow_pine","ddbh_model",0
"treat_size[Burn]",-0.169306127594482,-0.338528315290768,0.00348467236342159,0.0877199479401324,0.000619963795896788,0.00155304485733409,"Blodgett","yellow_pine","ddbh_model",0.00769478926661954
"treat_size[Burn+Thin]",-0.141116593039984,-0.31771392788404,0.0337993269426232,0.0897287445918597,0.000634161036394919,0.00144404112017344,"Blodgett","yellow_pine","ddbh_model",0.00805124760603119
"treat_size[Thin]",0.321114562393751,-0.0361248807370442,0.692083047541418,0.185522502405993,0.00131118676557341,0.00343860038032459,"Blodgett","yellow_pine","ddbh_model",0.0344185988989817
"int_overall",-0.12576232957197,-0.344004025349613,0.0825812498785908,0.108190729688501,0.000764641760894612,0.00190565252444533,"Blodgett","white_pine","ddbh_model",0.0117052339905303
"d2_size",-0.252542914724828,-0.440662398259784,-0.0768844285378725,0.0921123478408291,0.00065100723561008,0.00115608289976302,"Blodgett","white_pine","ddbh_model",0.00848468462474989
"log_size",0.595141030690622,0.403349777960329,0.799721379844619,0.100934061094605,0.00071335500215067,0.00151146475510573,"Blodgett","white_pine","ddbh_model",0.0101876846890495
"betaCWD",0.0925223658238914,-0.0233686129575753,0.207525026384305,0.0593463752123039,0.000419432579627673,0.000819196184700521,"Blodgett","white_pine","ddbh_model",0.00352199225083956
"int_plot_sd",0.073886264301041,0.00255649942603201,0.240709372380145,0.0662950056286608,0.000468542267792885,0.000818222326735681,"Blodgett","white_pine","ddbh_model",0.00439502777130417
"int_tree_sd",0.300920058446945,0.239368008599097,0.370564512158879,0.0343033447881716,0.000242440087417123,0.00036314244608273,"Blodgett","white_pine","ddbh_model",0.00117671946365618
"obs_sd",1.30216935954047,1.14391253486949,1.46537027398161,0.08109098187548,0.000573113346702293,0.00141245674832575,"Blodgett","white_pine","ddbh_model",0.00657574734152943
"res_sd",0.229306658886262,0.0340220061194288,0.487481280881606,0.124445264812204,0.000879521255610065,0.00507575186496516,"Blodgett","white_pine","ddbh_model",0.0154866239341796
"treat_cwd[None]",0,0,0,0,0,0,"Blodgett","white_pine","ddbh_model",0
"treat_cwd[Burn]",0.0324116174908926,-0.130685902236624,0.191811739785067,0.0826890101001942,0.000584407466995435,0.00107740400270649,"Blodgett","white_pine","ddbh_model",0.00683747239135002
"treat_cwd[Burn+Thin]",-0.104153640732076,-0.264360804166312,0.0550583509025884,0.0818090164144927,0.000578188080885847,0.00104338156261739,"Blodgett","white_pine","ddbh_model",0.00669271516670674
"treat_cwd[Thin]",-0.0813718903966515,-0.222101178456209,0.0575668927312444,0.0717722413569192,0.000507252822607967,0.000931534932543924,"Blodgett","white_pine","ddbh_model",0.00515125462939586
"treat_mean[None]",0,0,0,0,0,0,"Blodgett","white_pine","ddbh_model",0
"treat_mean[Burn]",-0.337770192893715,-0.610084654209814,-0.0696875672721866,0.136814064319271,0.000966938178136301,0.00197659414940521,"Blodgett","white_pine","ddbh_model",0.0187180881955576
"treat_mean[Burn+Thin]",-0.195158053161179,-0.470804846606527,0.0827633148237057,0.140778371677582,0.00099495605885412,0.00191028150767232,"Blodgett","white_pine","ddbh_model",0.0198185499321914
"treat_mean[Thin]",0.106474221602334,-0.154458911247246,0.378277114839603,0.134868403328039,0.000953187151123885,0.00197818191496946,"Blodgett","white_pine","ddbh_model",0.0181894862162546
"treat_size[None]",0,0,0,0,0,0,"Blodgett","white_pine","ddbh_model",0
"treat_size[Burn]",0.00065352731488596,-0.220293571758147,0.22742728601879,0.113934919064021,0.000805239019935712,0.00139908444726909,"Blodgett","white_pine","ddbh_model",0.012981165782125
"treat_size[Burn+Thin]",-0.344871670143886,-0.561739313502215,-0.126286330317102,0.110415182275922,0.000780363157250562,0.00125488148176206,"Blodgett","white_pine","ddbh_model",0.0121915124770251
"treat_size[Thin]",-0.371882366859705,-0.592320584622297,-0.156767492695557,0.111459900983671,0.000787746743206886,0.00129708214691166,"Blodgett","white_pine","ddbh_model",0.0124233095272897
"int_overall",-1.30195760628864,-1.51539041270584,-1.10759718732871,0.101616826093594,0.00102123595263585,0.00211389783826117,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0.0103259793453357
"d2_size",-0.497482726668699,-0.661747236898765,-0.339725284022013,0.0823911776881885,0.000828020674033731,0.00159025944565792,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0.00678830616084665
"slope_size",0.612079335933242,0.420160868520184,0.81889517365972,0.101511444204397,0.00102017687828623,0.00210135176795986,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0.0103045733044624
"betaCWD",-0.00857367672004748,-0.112704015796997,0.0946306438144555,0.0533510686156989,0.000536171335756059,0.000939226050447362,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0.00284633652243701
"int_plot_sd",0.292237861922367,0.184611980365354,0.434127423992362,0.0638187975419186,0.000641370656900529,0.000834135028742542,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0.0040728389196964
"int_tree_sd",0.306043439399631,0.23769179250336,0.375466137712222,0.0350307406344346,0.000352054410264652,0.000691703585241511,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0.00122715278939703
"obs_sd",0.569532395896264,0.506193338532089,0.636818754700034,0.0336391747566131,0.000338069353266477,0.000706689842481108,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0.00113159407830596
"res_sd",0.224066425040886,0.032009284335553,0.477578410296361,0.121679577449969,0.00122286400757089,0.00686889846742033,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0.014805919568403
"treat_cwd[None]",0,0,0,0,0,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0
"treat_cwd[Thin]",-0.0463381419823898,-0.171924167170247,0.0823857581594549,0.064232308835137,0.000645526391887437,0.00103614917314729,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0.00412578949829242
"treat_cwd[NA]",0,0,0,0,0,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0
"treat_cwd[NA]",0,0,0,0,0,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0
"treat_mean[None]",0,0,0,0,0,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0
"treat_mean[Thin]",0.42928394817278,0.162271822026051,0.720854741580503,0.139099334249976,0.001397930309228,0.00290467193719756,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0.0193486247887865
"treat_mean[NA]",0,0,0,0,0,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0
"treat_mean[NA]",0,0,0,0,0,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0
"treat_size[None]",0,0,0,0,0,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0
"treat_size[Thin]",-0.102928642749315,-0.268630108067168,0.058932311104972,0.0830648574498395,0.000834791068461594,0.00190718297903685,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0.00689977054316216
"treat_size[NA]",0,0,0,0,0,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0
"treat_size[NA]",0,0,0,0,0,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize",0
"int_overall",-1.66109871496609,-2.08269029546614,-1.2240670266483,0.219688517800754,0.00214383832036859,0.00677209764342348,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0482630448534922
"d2_size",-0.275881054390432,-0.570315167366955,0.0114888013020144,0.148492004680348,0.00144906458056584,0.00286994314146562,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0220498754539885
"slope_size",0.301617691434308,0.000435113142103204,0.60197269146302,0.152508994487767,0.00148826452040742,0.0028876318688276,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0232589933996697
"betaCWD",0.037397180067423,-0.0423147001400907,0.12084997467621,0.0410446574280937,0.000400535769104481,0.000591419767879332,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00168466390338957
"int_plot_sd",0.190563312983756,0.131478308483796,0.248290977151068,0.0298258548898096,0.000291056680115245,0.00030809773297776,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0.000889581619907979
"int_tree_sd",0.752683395811701,0.616470264439534,0.91458662506588,0.076193004273283,0.000743532178833385,0.00117491092264538,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00580537390018852
"obs_sd",0.524876227583847,0.466165686672236,0.586893768358217,0.0305892732162682,0.000298506525373968,0.000537790338209812,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0.000935703635899503
"res_sd",0.265164305894219,0.0468648750191723,0.552492319118618,0.137097779354786,0.00133787362198325,0.00774828693754745,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0187958011040136
"treat_cwd[None]",0,0,0,0,0,0,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_cwd[Burn]",0.113255793378788,-0.0439314750515844,0.271205580210965,0.0807902798109143,0.000788394857891585,0.00124985914204374,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00652706931192583
"treat_cwd[NA]",0,0,0,0,0,0,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_cwd[NA]",0,0,0,0,0,0,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_mean[None]",0,0,0,0,0,0,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_mean[Burn]",0.448566751126072,-0.172805396751489,1.06435963162388,0.317598075158867,0.00309929226532632,0.00917524957349982,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0.100868537344617
"treat_mean[NA]",0,0,0,0,0,0,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_mean[NA]",0,0,0,0,0,0,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_size[None]",0,0,0,0,0,0,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_size[Burn]",-0.24049222788405,-0.63503234296395,0.15802858057431,0.202613696155336,0.00197721305782252,0.00313003377999603,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0410523098697268
"treat_size[NA]",0,0,0,0,0,0,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_size[NA]",0,0,0,0,0,0,"Sequoia_FFS15","cedar","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"int_overall",-1.49906562645675,-1.894848354132,-1.10221408066422,0.203100122456178,0.00290113430179235,0.00765274660953815,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0412496597417145
"d2_size",-0.426226562740385,-0.569939913725896,-0.28176146177952,0.0742938356609848,0.00106123222596438,0.00120825118724207,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00551957401722142
"slope_size",0.544774741376246,0.381489788890816,0.700256126432426,0.0834518978025304,0.00119204833722751,0.00144430905900585,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00696421924684398
"betaCWD",-0.0742339677379259,-0.141389879631936,-0.00691564932149516,0.0343970760865587,0.000491336667399638,0.000498181971100903,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00118315884330451
"int_plot_sd",0.193894489480474,0.140146213825873,0.250549636952353,0.0284956069749415,0.00040703856721324,0.000416553892922495,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0.000811999616870335
"int_tree_sd",0.631016966206526,0.571708460437713,0.697437160021898,0.0321653703516156,0.000459458409617952,0.000469412026664948,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00103461104985659
"obs_sd",0.575681452179224,0.538302498216917,0.613794284659443,0.0192513105573323,0.000274990663407329,0.000426606950916318,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0.000370612958174854
"res_sd",0.345601310080355,0.220482911990626,0.454564712478636,0.0591402812225182,0.000844774963192421,0.00227155992388919,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00349757286307854
"treat_cwd[None]",0,0,0,0,0,0,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_cwd[Burn]",0.273990052623104,0.196738791754866,0.355080865190095,0.0404962858602184,0.000578459345979063,0.00062982571535623,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00163994916847252
"treat_cwd[NA]",0,0,0,0,0,0,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_cwd[NA]",0,0,0,0,0,0,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_mean[None]",0,0,0,0,0,0,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_mean[Burn]",0.216473461591634,-0.252434778101549,0.67923812533798,0.238709851744155,0.0034097928189096,0.00887551582429467,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0569823933197165
"treat_mean[NA]",0,0,0,0,0,0,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_mean[NA]",0,0,0,0,0,0,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_size[None]",0,0,0,0,0,0,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_size[Burn]",-0.396369321072817,-0.548787016583106,-0.246099079981643,0.0767914981712031,0.00109690947861723,0.00118760278734171,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00589693419137789
"treat_size[NA]",0,0,0,0,0,0,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_size[NA]",0,0,0,0,0,0,"Sequoia_FFS15","fir","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"int_overall",-1.18553299554763,-1.61031746489823,-0.784922872244484,0.210124552695107,0.00150469459444043,0.00656993144743716,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0441523276453188
"d2_size",-0.423879194398655,-0.662364355085721,-0.174543018086492,0.125536680575023,0.000898963791914985,0.00288466402099767,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0157594581697954
"slope_size",0.722747644719956,0.448505514776328,0.997412952140423,0.139965550385289,0.00100228842546647,0.0032869714185766,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0195903552946569
"betaCWD",-0.00678481600823363,-0.0736304654693135,0.0633058564611799,0.0348944746008329,0.000249878115785443,0.000493325349656458,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00121762435766817
"int_plot_sd",0.19025219429299,0.132805637410393,0.247752757242651,0.0293729512720416,0.000210338679773106,0.000262449273651058,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00086277026642973
"int_tree_sd",0.565455057585276,0.467930771447131,0.682590098119126,0.0547420956592845,0.000392006238063891,0.000756234965687987,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00299669703717025
"obs_sd",0.466657257492837,0.415618974905356,0.522104767936707,0.0270576804699784,0.000193759106297059,0.000367375888593563,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.000732118072415451
"res_sd",0.145536319328301,0.0166184503317267,0.357355181379921,0.0918475866125318,0.000657717364846981,0.00380698023875603,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00843597916654653
"treat_cwd[None]",0,0,0,0,0,0,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_cwd[Burn]",0.101958209718615,0.0023093187183373,0.200683657817988,0.0502626604744816,0.000359929158911226,0.000664140359263336,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00252633503797302
"treat_cwd[NA]",0,0,0,0,0,0,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_cwd[NA]",0,0,0,0,0,0,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_mean[None]",0,0,0,0,0,0,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_mean[Burn]",0.0733579450470399,-0.450708344163261,0.593953362958747,0.265867546466502,0.00190386822898209,0.0093527049043609,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0706855522641176
"treat_mean[NA]",0,0,0,0,0,0,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_mean[NA]",0,0,0,0,0,0,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_size[None]",0,0,0,0,0,0,"Sequoia_FFS15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
