"TreeID","1","2","3","4","5","6","7","8"
"66_469.0",23.114,23.622,24.384,NA,NA,NA,NA,NA
"66_6.0",102.362,105.41,NA,NA,NA,NA,NA,NA
"66_75.0",61.722,63.246,65.278,NA,NA,NA,NA,NA
"66_76.0",63.754,66.294,67.818,NA,NA,NA,NA,NA
"66_77.0",76.962,78.486,80.264,NA,NA,NA,NA,NA
"66_78.0",83.82,85.09,85.598,NA,NA,NA,NA,NA
"66_79.0",59.436,59.944,61.468,NA,NA,NA,NA,NA
"66_80.0",69.088,69.85,70.358,NA,NA,NA,NA,NA
"66_82.0",49.784,50.8,51.816,NA,NA,NA,NA,NA
"66_83.0",50.038,51.562,53.594,NA,NA,NA,NA,NA
"87_108.0",103.886,105.156,108.458,NA,NA,NA,NA,NA
"87_15.0",46.99,46.99,NA,NA,NA,NA,NA,NA
"87_17.0",57.15,61.468,NA,NA,NA,NA,NA,NA
"87_18.0",43.434,46.736,NA,NA,NA,NA,NA,NA
"87_22.0",53.086,54.356,57.912,NA,NA,NA,NA,NA
"87_25.0",64.516,66.802,71.12,NA,NA,NA,NA,NA
"87_423.0",58.166,59.69,61.468,NA,NA,NA,NA,NA
"87_484.0",42.672,45.466,48.006,NA,NA,NA,NA,NA
"87_60.0",57.404,59.436,62.992,NA,NA,NA,NA,NA
"87_64.0",67.564,68.834,70.104,NA,NA,NA,NA,NA
"87_69.0",46.736,51.562,53.848,NA,NA,NA,NA,NA
"87_71.0",19.558,21.082,22.098,NA,NA,NA,NA,NA
"87_72.0",48.768,51.054,53.848,NA,NA,NA,NA,NA
"87_76.0",63.246,64.008,66.802,NA,NA,NA,NA,NA
"87_80.0",104.14,103.378,105.664,NA,NA,NA,NA,NA
"87_81.0",40.386,42.164,44.196,NA,NA,NA,NA,NA
"87_96.0",17.78,19.05,22.352,NA,NA,NA,NA,NA
"88_42.0",43.434,43.434,45.974,NA,NA,NA,NA,NA
"88_69.0",25.908,27.432,26.67,NA,NA,NA,NA,NA
"88_83.0",48.514,49.022,51.816,NA,NA,NA,NA,NA
"88_86.0",71.882,76.454,80.264,NA,NA,NA,NA,NA
"88_90.0",79.248,78.994,NA,NA,NA,NA,NA,NA
"88_91.0",42.672,45.974,48.26,NA,NA,NA,NA,NA
"88_92.0",54.356,59.182,NA,NA,NA,NA,NA,NA
"88_93.0",18.034,19.812,NA,NA,NA,NA,NA,NA
"88_94.0",52.324,57.912,NA,NA,NA,NA,NA,NA
"99_194.0",52.324,55.626,NA,NA,NA,NA,NA,NA
"99_388.0",27.94,30.988,NA,NA,NA,NA,NA,NA
"99_66.0",55.372,57.912,59.944,NA,NA,NA,NA,NA
"99_68.0",44.704,45.72,46.736,NA,NA,NA,NA,NA
"99_69.0",52.832,58.166,62.992,NA,NA,NA,NA,NA
"99_70.0",64.008,64.77,66.294,NA,NA,NA,NA,NA
