"TreeID","1","2","3","4","5","6","7","8"
"47_51.0",6,11,16,NA,NA,NA,NA,NA
"47_524.0",11,16,NA,NA,NA,NA,NA,NA
"47_525.0",6,11,16,NA,NA,NA,NA,NA
"47_578.0",6,11,16,NA,NA,NA,NA,NA
"47_582.0",6,11,16,NA,NA,NA,NA,NA
"47_588.0",6,11,16,NA,NA,NA,NA,NA
"47_68.0",6,11,16,NA,NA,NA,NA,NA
"47_80.0",6,11,16,NA,NA,NA,NA,NA
"64_2.0",1,6,11,NA,NA,NA,NA,NA
"64_20.0",1,6,11,NA,NA,NA,NA,NA
"64_21.0",1,6,11,NA,NA,NA,NA,NA
"64_411.0",1,6,11,NA,NA,NA,NA,NA
"64_53.0",6,11,NA,NA,NA,NA,NA,NA
"64_60.0",1,6,11,NA,NA,NA,NA,NA
"64_62.0",1,6,11,NA,NA,NA,NA,NA
"64_64.0",1,6,11,NA,NA,NA,NA,NA
"64_66.0",6,11,NA,NA,NA,NA,NA,NA
"64_85.0",1,6,11,NA,NA,NA,NA,NA
"64_89.0",1,6,11,NA,NA,NA,NA,NA
"66_469.0",6,11,16,NA,NA,NA,NA,NA
"66_6.0",11,16,NA,NA,NA,NA,NA,NA
"66_75.0",6,11,16,NA,NA,NA,NA,NA
"66_76.0",6,11,16,NA,NA,NA,NA,NA
"66_77.0",6,11,16,NA,NA,NA,NA,NA
"66_78.0",6,11,16,NA,NA,NA,NA,NA
"66_79.0",6,11,16,NA,NA,NA,NA,NA
"66_80.0",6,11,16,NA,NA,NA,NA,NA
"66_82.0",6,11,16,NA,NA,NA,NA,NA
"66_83.0",6,11,16,NA,NA,NA,NA,NA
"87_108.0",1,6,11,NA,NA,NA,NA,NA
"87_15.0",1,6,NA,NA,NA,NA,NA,NA
"87_17.0",6,11,NA,NA,NA,NA,NA,NA
"87_18.0",6,11,NA,NA,NA,NA,NA,NA
"87_22.0",1,6,11,NA,NA,NA,NA,NA
"87_25.0",1,6,11,NA,NA,NA,NA,NA
"87_423.0",1,6,11,NA,NA,NA,NA,NA
"87_484.0",1,6,11,NA,NA,NA,NA,NA
"87_60.0",1,6,11,NA,NA,NA,NA,NA
"87_64.0",1,6,11,NA,NA,NA,NA,NA
"87_69.0",1,6,11,NA,NA,NA,NA,NA
"87_71.0",1,6,11,NA,NA,NA,NA,NA
"87_72.0",1,6,11,NA,NA,NA,NA,NA
"87_76.0",1,6,11,NA,NA,NA,NA,NA
"87_80.0",1,6,11,NA,NA,NA,NA,NA
"87_81.0",1,6,11,NA,NA,NA,NA,NA
"87_96.0",1,6,11,NA,NA,NA,NA,NA
"88_42.0",1,6,11,NA,NA,NA,NA,NA
"88_69.0",1,6,11,NA,NA,NA,NA,NA
"88_83.0",1,6,11,NA,NA,NA,NA,NA
"88_86.0",1,6,11,NA,NA,NA,NA,NA
"88_90.0",1,11,NA,NA,NA,NA,NA,NA
"88_91.0",1,6,11,NA,NA,NA,NA,NA
"88_92.0",6,11,NA,NA,NA,NA,NA,NA
"88_93.0",6,11,NA,NA,NA,NA,NA,NA
"88_94.0",6,11,NA,NA,NA,NA,NA,NA
"99_194.0",11,16,NA,NA,NA,NA,NA,NA
"99_388.0",11,16,NA,NA,NA,NA,NA,NA
"99_66.0",6,11,16,NA,NA,NA,NA,NA
"99_68.0",6,11,16,NA,NA,NA,NA,NA
"99_69.0",6,11,16,NA,NA,NA,NA,NA
"99_70.0",6,11,16,NA,NA,NA,NA,NA
