"comppct.r","compname","majcompflag","mukey","cokey","ksat","cec","awc","total_depth","musym","muname","muacres"
5,"Temo","No",1652043,26336472,45.28,2.9,0.04,152,"9407","Dagget-Rock outcrop complex_moist_30 to 70 percent slopes",766
5,"Witefels","No",1652043,26336473,75.7,2.05,0.08,152,"9407","Dagget-Rock outcrop complex_moist_30 to 70 percent slopes",766
2,"Cassenai","No",1652043,26336474,80.08,2.54,0.14,160,"9407","Dagget-Rock outcrop complex_moist_30 to 70 percent slopes",766
2,"Jobsis","No",1652043,26336475,92,5.06,0.04,152,"9407","Dagget-Rock outcrop complex_moist_30 to 70 percent slopes",766
2,"Oxyaquic Cryorthents","No",1652043,26336476,55,7.48,0.06,284,"9407","Dagget-Rock outcrop complex_moist_30 to 70 percent slopes",766
25,"Rock outcrop","Yes",1652043,26336477,NA,NA,NA,NA,"9407","Dagget-Rock outcrop complex_moist_30 to 70 percent slopes",766
1,"Tahoe","No",1652044,26336478,59.2,28.01,0.17,150,"7011","Beaches",247
1,"Toem","No",1652044,26336479,103.2,1.05,0.08,81,"7011","Beaches",247
6,"Gefo","No",1652044,26336480,112.4,4.19,0.06,190,"7011","Beaches",247
1,"Tahoma","No",1652044,26336481,94.8,19.47,0.16,205,"7011","Beaches",247
1,"Jorge","No",1652044,26336482,115.72,26.9,0.15,213,"7011","Beaches",247
1,"Cassenai","No",1652044,26336483,42.88,2.48,0.09,200,"7011","Beaches",247
7,"Watah","No",1652044,26336484,124,36,0.26,160,"7011","Beaches",247
1,"Cagwin","No",1652044,26336485,65.6,7.66,0.1,94,"7011","Beaches",247
5,"Marla","No",1652044,26336486,87.52,4.4,0.16,173,"7011","Beaches",247
1,"Rock outcrop","No",1652044,26336487,NA,NA,NA,NA,"7011","Beaches",247
1,"Dunes","No",1652044,26336488,NA,NA,NA,NA,"7011","Beaches",247
10,"Oxyaquic Xeropsamments","No",1652044,26336489,151.5,3.59,0.06,190,"7011","Beaches",247
64,"Beaches","Yes",1652044,26336490,150,NA,0.03,200,"7011","Beaches",247
3,"Rock outcrop","No",1652045,26336491,NA,NA,NA,25,"7421","Cassenai gravelly loamy coarse sand_5 to 15 percent slopes_very stony",2912
78,"Cassenai","Yes",1652045,26336492,42.88,2.48,0.09,200,"7421","Cassenai gravelly loamy coarse sand_5 to 15 percent slopes_very stony",2912
1,"Marla","No",1652045,26336493,87.52,4.4,0.16,173,"7421","Cassenai gravelly loamy coarse sand_5 to 15 percent slopes_very stony",2912
1,"Christopher","No",1652045,26336494,102.4,3.36,0.08,180,"7421","Cassenai gravelly loamy coarse sand_5 to 15 percent slopes_very stony",2912
1,"Christopher","No",1652045,26336495,108.6,1.04,0.13,155,"7421","Cassenai gravelly loamy coarse sand_5 to 15 percent slopes_very stony",2912
12,"Cagwin","No",1652045,26336496,65.6,7.66,0.1,94,"7421","Cassenai gravelly loamy coarse sand_5 to 15 percent slopes_very stony",2912
4,"Toem","No",1652045,26336497,103.2,1.05,0.08,81,"7421","Cassenai gravelly loamy coarse sand_5 to 15 percent slopes_very stony",2912
2,"Rock outcrop","No",1652046,26336498,NA,NA,NA,25,"7422","Cassenai gravelly loamy coarse sand_15 to 30 percent slopes_very stony",6322
73,"Cassenai","Yes",1652046,26336499,42.88,2.48,0.09,200,"7422","Cassenai gravelly loamy coarse sand_15 to 30 percent slopes_very stony",6322
5,"Dagget","No",1652046,26336500,141.5,2.94,0.07,150,"7422","Cassenai gravelly loamy coarse sand_15 to 30 percent slopes_very stony",6322
2,"Christopher","No",1652046,26336501,102.4,3.36,0.08,180,"7422","Cassenai gravelly loamy coarse sand_15 to 30 percent slopes_very stony",6322
12,"Cagwin","No",1652046,26336502,65.6,7.66,0.1,94,"7422","Cassenai gravelly loamy coarse sand_15 to 30 percent slopes_very stony",6322
4,"Toem","No",1652046,26336503,103.2,1.05,0.08,81,"7422","Cassenai gravelly loamy coarse sand_15 to 30 percent slopes_very stony",6322
2,"Aquic Xerorthents","No",1652046,26336504,59,17.77,0.12,150,"7422","Cassenai gravelly loamy coarse sand_15 to 30 percent slopes_very stony",6322
4,"Toem","No",1652047,26336505,103.2,1.05,0.08,81,"7423","Cassenai gravelly loamy coarse sand_30 to 50 percent slopes_very stony",5359
12,"Cagwin","No",1652047,26336506,65.6,7.66,0.1,94,"7423","Cassenai gravelly loamy coarse sand_30 to 50 percent slopes_very stony",5359
2,"Christopher","No",1652047,26336507,102.4,3.36,0.08,180,"7423","Cassenai gravelly loamy coarse sand_30 to 50 percent slopes_very stony",5359
3,"Rock outcrop","No",1652047,26336508,NA,NA,NA,25,"7423","Cassenai gravelly loamy coarse sand_30 to 50 percent slopes_very stony",5359
78,"Cassenai","Yes",1652047,26336509,42.88,2.48,0.09,200,"7423","Cassenai gravelly loamy coarse sand_30 to 50 percent slopes_very stony",5359
1,"Aquic Xerorthents","No",1652047,26336510,59,17.77,0.12,150,"7423","Cassenai gravelly loamy coarse sand_30 to 50 percent slopes_very stony",5359
5,"Toem","No",1652048,26336511,103.2,1.05,0.08,81,"7424","Cassenai gravelly loamy coarse sand_50 to 70 percent slopes_very stony",1338
12,"Cagwin","No",1652048,26336512,65.6,7.66,0.1,94,"7424","Cassenai gravelly loamy coarse sand_50 to 70 percent slopes_very stony",1338
78,"Cassenai","Yes",1652048,26336513,42.88,2.48,0.09,200,"7424","Cassenai gravelly loamy coarse sand_50 to 70 percent slopes_very stony",1338
4,"Rock outcrop","No",1652048,26336514,NA,NA,NA,25,"7424","Cassenai gravelly loamy coarse sand_50 to 70 percent slopes_very stony",1338
1,"Aquic Xerorthents","No",1652048,26336515,59,17.77,0.12,150,"7424","Cassenai gravelly loamy coarse sand_50 to 70 percent slopes_very stony",1338
2,"Toem","No",1652049,26336516,103.2,1.05,0.08,81,"7425","Cassenai cobbly loamy coarse sand_moist_5 to 15 percent slopes_very bouldery",281
5,"Meeks","No",1652049,26336517,130,5,0.09,185,"7425","Cassenai cobbly loamy coarse sand_moist_5 to 15 percent slopes_very bouldery",281
5,"Tallac","No",1652049,26336518,50.32,6.2,0.1,168,"7425","Cassenai cobbly loamy coarse sand_moist_5 to 15 percent slopes_very bouldery",281
5,"Cagwin","No",1652049,26336519,65.6,7.66,0.1,94,"7425","Cassenai cobbly loamy coarse sand_moist_5 to 15 percent slopes_very bouldery",281
1,"Marla","No",1652049,26336520,87.52,4.4,0.16,173,"7425","Cassenai cobbly loamy coarse sand_moist_5 to 15 percent slopes_very bouldery",281
2,"Rock outcrop","No",1652049,26336521,NA,NA,NA,25,"7425","Cassenai cobbly loamy coarse sand_moist_5 to 15 percent slopes_very bouldery",281
80,"Cassenai","Yes",1652049,26336522,80.08,2.54,0.14,160,"7425","Cassenai cobbly loamy coarse sand_moist_5 to 15 percent slopes_very bouldery",281
4,"Meeks","No",1652050,26336523,130,5,0.09,185,"7426","Cassenai cobbly loamy coarse sand_moist_15 to 30 percent slopes_very bouldery",1028
5,"Tallac","No",1652050,26336524,50.32,6.2,0.1,168,"7426","Cassenai cobbly loamy coarse sand_moist_15 to 30 percent slopes_very bouldery",1028
2,"Toem","No",1652050,26336525,103.2,1.05,0.08,152,"7426","Cassenai cobbly loamy coarse sand_moist_15 to 30 percent slopes_very bouldery",1028
5,"Cagwin","No",1652050,26336526,65.6,7.66,0.1,152,"7426","Cassenai cobbly loamy coarse sand_moist_15 to 30 percent slopes_very bouldery",1028
80,"Cassenai","Yes",1652050,26336527,80.08,2.54,0.14,160,"7426","Cassenai cobbly loamy coarse sand_moist_15 to 30 percent slopes_very bouldery",1028
1,"Marla","No",1652050,26336528,87.52,4.4,0.16,173,"7426","Cassenai cobbly loamy coarse sand_moist_15 to 30 percent slopes_very bouldery",1028
2,"Rock outcrop","No",1652050,26336529,NA,NA,NA,NA,"7426","Cassenai cobbly loamy coarse sand_moist_15 to 30 percent slopes_very bouldery",1028
1,"Aquic Xerorthents","No",1652050,26336530,59,17.77,0.12,150,"7426","Cassenai cobbly loamy coarse sand_moist_15 to 30 percent slopes_very bouldery",1028
2,"Rock outcrop","No",1652051,26336531,NA,NA,NA,25,"7427","Cassenai cobbly loamy coarse sand_moist_30 to 50 percent slopes_very bouldery",2078
80,"Cassenai","Yes",1652051,26336532,80.08,2.54,0.14,160,"7427","Cassenai cobbly loamy coarse sand_moist_30 to 50 percent slopes_very bouldery",2078
5,"Cagwin","No",1652051,26336533,65.6,7.66,0.1,94,"7427","Cassenai cobbly loamy coarse sand_moist_30 to 50 percent slopes_very bouldery",2078
5,"Meeks","No",1652051,26336534,130,5,0.09,185,"7427","Cassenai cobbly loamy coarse sand_moist_30 to 50 percent slopes_very bouldery",2078
2,"Tallac","No",1652051,26336535,50.32,6.2,0.1,168,"7427","Cassenai cobbly loamy coarse sand_moist_30 to 50 percent slopes_very bouldery",2078
5,"Toem","No",1652051,26336536,103.2,1.05,0.08,81,"7427","Cassenai cobbly loamy coarse sand_moist_30 to 50 percent slopes_very bouldery",2078
1,"Aquic Xerorthents","No",1652051,26336537,59,17.77,0.12,150,"7427","Cassenai cobbly loamy coarse sand_moist_30 to 50 percent slopes_very bouldery",2078
2,"Rock outcrop","No",1652052,26336538,NA,NA,NA,25,"7428","Cassenai cobbly loamy coarse sand_moist_50 to 70 percent slopes_very bouldery",936
80,"Cassenai","Yes",1652052,26336539,80.08,2.54,0.14,160,"7428","Cassenai cobbly loamy coarse sand_moist_50 to 70 percent slopes_very bouldery",936
5,"Cagwin","No",1652052,26336540,65.6,7.66,0.1,94,"7428","Cassenai cobbly loamy coarse sand_moist_50 to 70 percent slopes_very bouldery",936
5,"Meeks","No",1652052,26336541,130,5,0.09,185,"7428","Cassenai cobbly loamy coarse sand_moist_50 to 70 percent slopes_very bouldery",936
2,"Tallac","No",1652052,26336542,50.32,6.2,0.1,168,"7428","Cassenai cobbly loamy coarse sand_moist_50 to 70 percent slopes_very bouldery",936
5,"Toem","No",1652052,26336543,103.2,1.05,0.08,81,"7428","Cassenai cobbly loamy coarse sand_moist_50 to 70 percent slopes_very bouldery",936
1,"Aquic Xerorthents","No",1652052,26336544,59,17.77,0.12,150,"7428","Cassenai cobbly loamy coarse sand_moist_50 to 70 percent slopes_very bouldery",936
80,"Celio","Yes",1652053,26336545,92,11.98,0.07,203,"7431","Celio loamy coarse sand_0 to 5 percent slopes",1119
4,"Marla","No",1652053,26336546,87.52,4.4,0.16,173,"7431","Celio loamy coarse sand_0 to 5 percent slopes",1119
4,"Watah","No",1652053,26336547,124,36,0.26,160,"7431","Celio loamy coarse sand_0 to 5 percent slopes",1119
7,"Meeks","No",1652053,26336548,130,5,0.09,185,"7431","Celio loamy coarse sand_0 to 5 percent slopes",1119
5,"Tahoe","No",1652053,26336549,28,28.9,0.2,117,"7431","Celio loamy coarse sand_0 to 5 percent slopes",1119
2,"Southcamp","No",1652054,26336550,62.72,16.29,0.1,152,"7101","Caverock sandy loam_9 to 50 percent slopes",484
2,"Zephyrcove","No",1652054,26336551,83.12,12.12,0.21,113,"7101","Caverock sandy loam_9 to 50 percent slopes",484
5,"Cagwin","No",1652054,26336552,65.6,7.66,0.1,94,"7101","Caverock sandy loam_9 to 50 percent slopes",484
5,"Cassenai","No",1652054,26336553,42.88,2.48,0.09,200,"7101","Caverock sandy loam_9 to 50 percent slopes",484
3,"Deerhill","No",1652054,26336554,38.66,8.12,0.17,166,"7101","Caverock sandy loam_9 to 50 percent slopes",484
2,"Genoapeak","No",1652054,26336555,133.4,4.72,0.07,152,"7101","Caverock sandy loam_9 to 50 percent slopes",484
80,"Caverock","Yes",1652054,26336556,44.8,10.69,0.16,92,"7101","Caverock sandy loam_9 to 50 percent slopes",484
1,"Aquic Xerorthents","No",1652054,26336557,59,17.77,0.12,150,"7101","Caverock sandy loam_9 to 50 percent slopes",484
5,"Dagget","No",1652055,26336558,141.5,2.94,0.07,152,"7501","Rock Outcrop-Rockbound complex_5 to 30 percent slopes",6719
5,"Meeks","No",1652055,26336559,130,5,0.09,185,"7501","Rock Outcrop-Rockbound complex_5 to 30 percent slopes",6719
5,"Temo","No",1652055,26336560,45.28,2.9,0.04,152,"7501","Rock Outcrop-Rockbound complex_5 to 30 percent slopes",6719
5,"Witefels","No",1652055,26336561,75.7,2.05,0.08,152,"7501","Rock Outcrop-Rockbound complex_5 to 30 percent slopes",6719
30,"Rockbound","Yes",1652055,26336562,12.44,7.82,0.14,45,"7501","Rock Outcrop-Rockbound complex_5 to 30 percent slopes",6719
50,"Rock outcrop","Yes",1652055,26336563,NA,NA,NA,NA,"7501","Rock Outcrop-Rockbound complex_5 to 30 percent slopes",6719
5,"Temo","No",1652056,26336564,45.28,2.9,0.04,152,"7502","Rock Outcrop-Rockbound complex_30 to 70 percent slopes",6110
5,"Witefels","No",1652056,26336565,75.7,2.05,0.08,152,"7502","Rock Outcrop-Rockbound complex_30 to 70 percent slopes",6110
5,"Rubble land","No",1652056,26336566,NA,NA,NA,NA,"7502","Rock Outcrop-Rockbound complex_30 to 70 percent slopes",6110
5,"Dagget","No",1652056,26336567,141.5,2.94,0.07,152,"7502","Rock Outcrop-Rockbound complex_30 to 70 percent slopes",6110
25,"Rockbound","Yes",1652056,26336568,116.5,8.96,0.02,68,"7502","Rock Outcrop-Rockbound complex_30 to 70 percent slopes",6110
5,"Glenalpine","No",1652056,26336569,150,17.69,0.08,152,"7502","Rock Outcrop-Rockbound complex_30 to 70 percent slopes",6110
50,"Rock outcrop","Yes",1652056,26336570,NA,NA,NA,NA,"7502","Rock Outcrop-Rockbound complex_30 to 70 percent slopes",6110
3,"Oneidas","No",1652057,26336571,64.22,9.65,0.1,200,"7441","Christopher loamy coarse sand_0 to 9 percent slopes",455
5,"Jabu","No",1652057,26336572,68.92,8.36,0.14,257,"7441","Christopher loamy coarse sand_0 to 9 percent slopes",455
10,"Gefo","No",1652057,26336573,112.4,4.19,0.06,190,"7441","Christopher loamy coarse sand_0 to 9 percent slopes",455
2,"Marla","No",1652057,26336574,87.52,4.4,0.16,173,"7441","Christopher loamy coarse sand_0 to 9 percent slopes",455
80,"Christopher","Yes",1652057,26336575,108.6,1.04,0.13,155,"7441","Christopher loamy coarse sand_0 to 9 percent slopes",455
3,"Oneidas","No",1652058,26336576,64.22,9.65,0.1,200,"7442","Christopher loamy coarse sand_9 to 30 percent slopes",670
10,"Gefo","No",1652058,26336577,112.4,4.19,0.06,190,"7442","Christopher loamy coarse sand_9 to 30 percent slopes",670
5,"Jabu","No",1652058,26336578,68.92,8.36,0.14,257,"7442","Christopher loamy coarse sand_9 to 30 percent slopes",670
2,"Marla","No",1652058,26336579,87.52,4.4,0.16,173,"7442","Christopher loamy coarse sand_9 to 30 percent slopes",670
80,"Christopher","Yes",1652058,26336580,108.6,1.04,0.13,155,"7442","Christopher loamy coarse sand_9 to 30 percent slopes",670
80,"Christopher","Yes",1652060,26336581,102.4,3.36,0.08,180,"7443","Christopher gravelly loamy coarse sand_9 to 30 percent slopes",383
2,"Marla","No",1652060,26336582,87.52,4.4,0.16,173,"7443","Christopher gravelly loamy coarse sand_9 to 30 percent slopes",383
10,"Gefo","No",1652060,26336583,112.4,4.19,0.06,190,"7443","Christopher gravelly loamy coarse sand_9 to 30 percent slopes",383
5,"Jabu","No",1652060,26336584,68.92,8.36,0.14,257,"7443","Christopher gravelly loamy coarse sand_9 to 30 percent slopes",383
3,"Oneidas","No",1652060,26336585,64.22,9.65,0.1,200,"7443","Christopher gravelly loamy coarse sand_9 to 30 percent slopes",383
5,"Oneidas","No",1652061,26336586,64.22,9.65,0.1,200,"7444","Christopher-Gefo complex_0 to 5 percent slopes",3107
5,"Jabu","No",1652061,26336587,68.92,8.36,0.14,257,"7444","Christopher-Gefo complex_0 to 5 percent slopes",3107
5,"Ubaj","No",1652061,26336588,25.8,9.65,0.15,305,"7444","Christopher-Gefo complex_0 to 5 percent slopes",3107
5,"Marla","No",1652061,26336589,87.52,4.4,0.16,173,"7444","Christopher-Gefo complex_0 to 5 percent slopes",3107
45,"Christopher","Yes",1652061,26336590,108.6,1.04,0.13,155,"7444","Christopher-Gefo complex_0 to 5 percent slopes",3107
35,"Gefo","Yes",1652061,26336591,112.4,4.19,0.06,190,"7444","Christopher-Gefo complex_0 to 5 percent slopes",3107
1,"Tahoe","No",1652062,26336592,28,28.9,0.2,117,"7121","Ellispeak-Rock outcrop complex_9 to 30 percent slopes",434
10,"Waca","No",1652062,26336593,65.2,28.07,0.11,122,"7121","Ellispeak-Rock outcrop complex_9 to 30 percent slopes",434
2,"Kneeridge","No",1652062,26336594,74.4,22.27,0.2,200,"7121","Ellispeak-Rock outcrop complex_9 to 30 percent slopes",434
2,"Paige","No",1652062,26336595,87.52,18.1,0.21,204,"7121","Ellispeak-Rock outcrop complex_9 to 30 percent slopes",434
45,"Ellispeak","Yes",1652062,26336596,85,21.13,0.07,55,"7121","Ellispeak-Rock outcrop complex_9 to 30 percent slopes",434
40,"Rock outcrop","Yes",1652062,26336597,NA,NA,NA,25,"7121","Ellispeak-Rock outcrop complex_9 to 30 percent slopes",434
10,"Waca","No",1652063,26336598,65.2,28.07,0.11,122,"7122","Ellispeak-Rock outcrop complex_30 to 50 percent slopes",424
3,"Kneeridge","No",1652063,26336599,74.4,22.27,0.2,200,"7122","Ellispeak-Rock outcrop complex_30 to 50 percent slopes",424
1,"Paige","No",1652063,26336600,87.52,18.1,0.21,204,"7122","Ellispeak-Rock outcrop complex_30 to 50 percent slopes",424
45,"Ellispeak","Yes",1652063,26336601,85,21.13,0.07,55,"7122","Ellispeak-Rock outcrop complex_30 to 50 percent slopes",424
1,"Aquic Xerorthents","No",1652063,26336602,59,17.77,0.12,150,"7122","Ellispeak-Rock outcrop complex_30 to 50 percent slopes",424
40,"Rock outcrop","Yes",1652063,26336603,NA,NA,NA,25,"7122","Ellispeak-Rock outcrop complex_30 to 50 percent slopes",424
1,"Paige","No",1652064,26336604,87.52,18.1,0.21,204,"7123","Ellispeak-Rock outcrop complex_50 to 70 percent slopes",384
10,"Waca","No",1652064,26336605,65.2,28.07,0.11,122,"7123","Ellispeak-Rock outcrop complex_50 to 70 percent slopes",384
3,"Kneeridge","No",1652064,26336606,74.4,22.27,0.2,200,"7123","Ellispeak-Rock outcrop complex_50 to 70 percent slopes",384
45,"Ellispeak","Yes",1652064,26336607,85,21.13,0.07,55,"7123","Ellispeak-Rock outcrop complex_50 to 70 percent slopes",384
1,"Aquic Xerorthents","No",1652064,26336608,59,17.77,0.12,150,"7123","Ellispeak-Rock outcrop complex_50 to 70 percent slopes",384
40,"Rock outcrop","Yes",1652064,26336609,NA,NA,NA,25,"7123","Ellispeak-Rock outcrop complex_50 to 70 percent slopes",384
80,"Marla","Yes",1652065,26336610,87.52,4.4,0.16,173,"7471","Marla loamy coarse sand_0 to 5 percent slopes",1682
4,"Gefo","No",1652065,26336611,112.4,4.19,0.06,190,"7471","Marla loamy coarse sand_0 to 5 percent slopes",1682
4,"Christopher","No",1652065,26336612,108.6,1.04,0.13,155,"7471","Marla loamy coarse sand_0 to 5 percent slopes",1682
4,"Watah","No",1652065,26336613,124,36,0.26,160,"7471","Marla loamy coarse sand_0 to 5 percent slopes",1682
4,"Ubaj","No",1652065,26336614,25.8,9.65,0.15,305,"7471","Marla loamy coarse sand_0 to 5 percent slopes",1682
4,"Tahoe","No",1652065,26336615,59.2,28.01,0.17,150,"7471","Marla loamy coarse sand_0 to 5 percent slopes",1682
1,"Watah","No",1652066,26336616,124,36,0.26,160,"7051","Oxyaquic Xerorthents-Water association_0 to 5 percent slopes",548
1,"Marla","No",1652066,26336617,87.52,4.4,0.16,173,"7051","Oxyaquic Xerorthents-Water association_0 to 5 percent slopes",548
60,"Oxyaquic Xerorthents","Yes",1652066,26336618,9,4.5,0.04,159,"7051","Oxyaquic Xerorthents-Water association_0 to 5 percent slopes",548
38,"Water","Yes",1652066,26336619,NA,NA,NA,NA,"7051","Oxyaquic Xerorthents-Water association_0 to 5 percent slopes",548
80,"Gefo","Yes",1652068,26336620,112.4,4.19,0.06,190,"7451","Gefo gravelly loamy coarse sand_2 to 9 percent slopes",806
2,"Marla","No",1652068,26336621,87.52,4.4,0.16,173,"7451","Gefo gravelly loamy coarse sand_2 to 9 percent slopes",806
5,"Jabu","No",1652068,26336622,68.92,8.36,0.14,257,"7451","Gefo gravelly loamy coarse sand_2 to 9 percent slopes",806
10,"Christopher","No",1652068,26336623,108.6,1.04,0.13,155,"7451","Gefo gravelly loamy coarse sand_2 to 9 percent slopes",806
3,"Oneidas","No",1652068,26336624,64.22,9.65,0.1,200,"7451","Gefo gravelly loamy coarse sand_2 to 9 percent slopes",806
3,"Oneidas","No",1652069,26336625,64.22,9.65,0.1,200,"7452","Gefo gravelly loamy coarse sand_9 to 30 percent slopes",382
5,"Jabu","No",1652069,26336626,68.92,8.36,0.14,257,"7452","Gefo gravelly loamy coarse sand_9 to 30 percent slopes",382
10,"Christopher","No",1652069,26336627,108.6,1.04,0.13,155,"7452","Gefo gravelly loamy coarse sand_9 to 30 percent slopes",382
2,"Marla","No",1652069,26336628,87.52,4.4,0.16,173,"7452","Gefo gravelly loamy coarse sand_9 to 30 percent slopes",382
80,"Gefo","Yes",1652069,26336629,112.4,4.19,0.06,190,"7452","Gefo gravelly loamy coarse sand_9 to 30 percent slopes",382
25,"Tahoe","Yes",1652070,26336630,28,28.9,0.2,117,"7042","Tahoe complex_0 to 5 percent slopes_gravelly",863
5,"Riverwash","No",1652070,26336631,NA,NA,NA,NA,"7042","Tahoe complex_0 to 5 percent slopes_gravelly",863
55,"Tahoe","Yes",1652070,26336632,28,28.9,0.2,117,"7042","Tahoe complex_0 to 5 percent slopes_gravelly",863
5,"Marla","No",1652070,26336633,87.52,4.4,0.16,173,"7042","Tahoe complex_0 to 5 percent slopes_gravelly",863
5,"Watah","No",1652070,26336634,124,36,0.26,160,"7042","Tahoe complex_0 to 5 percent slopes_gravelly",863
5,"Tahoe","No",1652070,26336635,59.2,28.01,0.17,150,"7042","Tahoe complex_0 to 5 percent slopes_gravelly",863
75,"Dagget","Yes",1652071,26336636,141.5,2.94,0.07,150,"9401","Dagget very gravelly loamy coarse sand_15 to 30 percent slopes_extremely bouldery",2349
3,"Rock outcrop","No",1652071,26336637,NA,NA,NA,NA,"9401","Dagget very gravelly loamy coarse sand_15 to 30 percent slopes_extremely bouldery",2349
2,"Cagwin","No",1652071,26336638,65.6,7.66,0.1,94,"9401","Dagget very gravelly loamy coarse sand_15 to 30 percent slopes_extremely bouldery",2349
2,"Cassenai","No",1652071,26336639,80.08,2.54,0.14,160,"9401","Dagget very gravelly loamy coarse sand_15 to 30 percent slopes_extremely bouldery",2349
3,"Whittell","No",1652071,26336640,102,NA,0.04,107,"9401","Dagget very gravelly loamy coarse sand_15 to 30 percent slopes_extremely bouldery",2349
3,"Jobsis","No",1652071,26336641,92,5.06,0.04,150,"9401","Dagget very gravelly loamy coarse sand_15 to 30 percent slopes_extremely bouldery",2349
1,"Oxyaquic Cryorthents","No",1652071,26336642,55,7.48,0.06,284,"9401","Dagget very gravelly loamy coarse sand_15 to 30 percent slopes_extremely bouldery",2349
5,"Temo","No",1652071,26336643,45.28,2.9,0.04,65,"9401","Dagget very gravelly loamy coarse sand_15 to 30 percent slopes_extremely bouldery",2349
2,"Toem","No",1652071,26336644,103.2,1.05,0.08,81,"9401","Dagget very gravelly loamy coarse sand_15 to 30 percent slopes_extremely bouldery",2349
4,"Witefels","No",1652071,26336645,75.7,2.05,0.08,100,"9401","Dagget very gravelly loamy coarse sand_15 to 30 percent slopes_extremely bouldery",2349
4,"Witefels","No",1652072,26336646,75.7,2.05,0.08,100,"9402","Dagget very gravelly loamy coarse sand_30 to 50 percent slopes_extremely bouldery",2679
2,"Toem","No",1652072,26336647,103.2,1.05,0.08,81,"9402","Dagget very gravelly loamy coarse sand_30 to 50 percent slopes_extremely bouldery",2679
5,"Temo","No",1652072,26336648,45.28,2.9,0.04,65,"9402","Dagget very gravelly loamy coarse sand_30 to 50 percent slopes_extremely bouldery",2679
3,"Jobsis","No",1652072,26336649,92,5.06,0.04,76,"9402","Dagget very gravelly loamy coarse sand_30 to 50 percent slopes_extremely bouldery",2679
3,"Whittell","No",1652072,26336650,102,NA,0.04,107,"9402","Dagget very gravelly loamy coarse sand_30 to 50 percent slopes_extremely bouldery",2679
1,"Oxyaquic Cryorthents","No",1652072,26336651,55,7.48,0.06,284,"9402","Dagget very gravelly loamy coarse sand_30 to 50 percent slopes_extremely bouldery",2679
2,"Cagwin","No",1652072,26336652,65.6,7.66,0.1,94,"9402","Dagget very gravelly loamy coarse sand_30 to 50 percent slopes_extremely bouldery",2679
2,"Cassenai","No",1652072,26336653,80.08,2.54,0.14,160,"9402","Dagget very gravelly loamy coarse sand_30 to 50 percent slopes_extremely bouldery",2679
75,"Dagget","Yes",1652072,26336654,141.5,2.94,0.07,150,"9402","Dagget very gravelly loamy coarse sand_30 to 50 percent slopes_extremely bouldery",2679
3,"Rock outcrop","No",1652072,26336655,NA,NA,NA,NA,"9402","Dagget very gravelly loamy coarse sand_30 to 50 percent slopes_extremely bouldery",2679
4,"Witefels","No",1652073,26336656,75.7,2.05,0.08,100,"9403","Dagget very gravelly loamy coarse sand_50 to 70 percent slopes_extremely bouldery",581
2,"Toem","No",1652073,26336657,103.2,1.05,0.08,81,"9403","Dagget very gravelly loamy coarse sand_50 to 70 percent slopes_extremely bouldery",581
5,"Temo","No",1652073,26336658,45.28,2.9,0.04,65,"9403","Dagget very gravelly loamy coarse sand_50 to 70 percent slopes_extremely bouldery",581
1,"Oxyaquic Cryorthents","No",1652073,26336659,55,7.48,0.06,284,"9403","Dagget very gravelly loamy coarse sand_50 to 70 percent slopes_extremely bouldery",581
3,"Whittell","No",1652073,26336660,102,NA,0.04,107,"9403","Dagget very gravelly loamy coarse sand_50 to 70 percent slopes_extremely bouldery",581
3,"Jobsis","No",1652073,26336661,92,5.06,0.04,76,"9403","Dagget very gravelly loamy coarse sand_50 to 70 percent slopes_extremely bouldery",581
2,"Cassenai","No",1652073,26336662,80.08,2.54,0.14,160,"9403","Dagget very gravelly loamy coarse sand_50 to 70 percent slopes_extremely bouldery",581
2,"Cagwin","No",1652073,26336663,65.6,7.66,0.1,94,"9403","Dagget very gravelly loamy coarse sand_50 to 70 percent slopes_extremely bouldery",581
75,"Dagget","Yes",1652073,26336664,141.5,2.94,0.07,150,"9403","Dagget very gravelly loamy coarse sand_50 to 70 percent slopes_extremely bouldery",581
3,"Rock outcrop","No",1652073,26336665,NA,NA,NA,NA,"9403","Dagget very gravelly loamy coarse sand_50 to 70 percent slopes_extremely bouldery",581
80,"Hellhole","Yes",1652075,26336666,400,NA,0.6,300,"7021","Hellhole peat_0 to 2 percent slopes",296
5,"Watah","No",1652075,26336667,124,36,0.26,160,"7021","Hellhole peat_0 to 2 percent slopes",296
10,"Bidart","No",1652075,26336668,64.5,NA,0.19,150,"7021","Hellhole peat_0 to 2 percent slopes",296
5,"Water","No",1652075,26336669,NA,NA,NA,NA,"7021","Hellhole peat_0 to 2 percent slopes",296
80,"Inville","Yes",1652076,26336670,65.2,13.32,0.12,142,"7141","Inville gravelly coarse sandy loam_2 to 9 percent slopes_stony",1479
10,"Christopher","No",1652076,26336671,108.6,1.04,0.13,155,"7141","Inville gravelly coarse sandy loam_2 to 9 percent slopes_stony",1479
4,"Cassenai","No",1652076,26336672,42.88,2.48,0.09,200,"7141","Inville gravelly coarse sandy loam_2 to 9 percent slopes_stony",1479
2,"Kingsbeach","No",1652076,26336673,32.61,11.78,0.18,155,"7141","Inville gravelly coarse sandy loam_2 to 9 percent slopes_stony",1479
3,"Jorge","No",1652076,26336674,115.72,26.9,0.15,213,"7141","Inville gravelly coarse sandy loam_2 to 9 percent slopes_stony",1479
