"comppct.r","compname","majcompflag","mukey","cokey","ksat","cec","awc","total_depth","musym","muname","muacres"
20,"Humic Dystroxerepts","Yes",1674990,26638694,91.74,12.31,0.03,152,"278yp","Tuolumne-Rock outcrop-Humic Dystroxerepts-Rubble land complex_30 to 100 percent slopes_mountainflanks_mesic",541
5,"Typic Xerorthents","No",1674990,26638695,NA,NA,NA,NA,"278yp","Tuolumne-Rock outcrop-Humic Dystroxerepts-Rubble land complex_30 to 100 percent slopes_mountainflanks_mesic",541
30,"Humic Dystroxerepts","Yes",1674991,26638696,53.63,11.33,0.04,152,"280yp","Typic Dystroxerepts-Humic Dystroxerepts-Rock outcrop association_15 to 45 percent slopes_mountain slopes_frigid",2574
35,"Typic Dystroxerepts","Yes",1674991,26638697,33.31,11.57,0.09,152,"280yp","Typic Dystroxerepts-Humic Dystroxerepts-Rock outcrop association_15 to 45 percent slopes_mountain slopes_frigid",2574
10,"Humic Lithic Dystroxerepts","No",1674991,26638698,NA,NA,NA,NA,"280yp","Typic Dystroxerepts-Humic Dystroxerepts-Rock outcrop association_15 to 45 percent slopes_mountain slopes_frigid",2574
25,"Rock outcrop","Yes",1674991,26638699,NA,NA,NA,NA,"280yp","Typic Dystroxerepts-Humic Dystroxerepts-Rock outcrop association_15 to 45 percent slopes_mountain slopes_frigid",2574
50,"Clarkslodge","Yes",1674992,26638700,34.58,18.35,0.07,152,"282yp","Clarkslodge-Craneflat-Nevadafalls complex_0 to 30 percent slopes_mountain slopes_hummocky_frigid",406
25,"Craneflat","Yes",1674992,26638701,84.12,12.35,0.04,152,"282yp","Clarkslodge-Craneflat-Nevadafalls complex_0 to 30 percent slopes_mountain slopes_hummocky_frigid",406
25,"Nevadafalls","Yes",1674992,26638702,91.74,5.52,0.06,152,"282yp","Clarkslodge-Craneflat-Nevadafalls complex_0 to 30 percent slopes_mountain slopes_hummocky_frigid",406
3,"Clarkslodge","No",1674993,26638703,NA,NA,NA,NA,"285yp","Waterwheel-Humic Dystroxerepts complex_15 to 45 percent slopes_mountain slopes_frigid",1486
14,"Humic Dystrudepts","No",1674993,26638704,NA,NA,NA,NA,"285yp","Waterwheel-Humic Dystroxerepts complex_15 to 45 percent slopes_mountain slopes_frigid",1486
30,"Waterwheel","Yes",1674993,26638705,54.9,8.56,0.05,152,"285yp","Waterwheel-Humic Dystroxerepts complex_15 to 45 percent slopes_mountain slopes_frigid",1486
7,"Humic Dystroxerepts","No",1674993,26638706,NA,NA,NA,NA,"285yp","Waterwheel-Humic Dystroxerepts complex_15 to 45 percent slopes_mountain slopes_frigid",1486
14,"Humic Dystroxerepts","No",1674993,26638707,NA,NA,NA,NA,"285yp","Waterwheel-Humic Dystroxerepts complex_15 to 45 percent slopes_mountain slopes_frigid",1486
16,"Humic Dystroxerepts","Yes",1674993,26638708,91.74,8.53,0.07,152,"285yp","Waterwheel-Humic Dystroxerepts complex_15 to 45 percent slopes_mountain slopes_frigid",1486
14,"Typic Dystroxerepts","No",1674993,26638709,NA,NA,NA,NA,"285yp","Waterwheel-Humic Dystroxerepts complex_15 to 45 percent slopes_mountain slopes_frigid",1486
2,"Cumulic Humaquepts","No",1674993,26638710,NA,NA,NA,NA,"285yp","Waterwheel-Humic Dystroxerepts complex_15 to 45 percent slopes_mountain slopes_frigid",1486
15,"Typic Xerorthents","Yes",1674994,26638739,28.23,NA,0.07,152,"290yp","Humic Dystroxerepts-Tuolumne-Typic Xerorthents-Ultic Haploxeralfs complex_30 to 70 percent slopes_mountain slopes_mesic",364
40,"Humic Dystroxerepts","Yes",1674994,26638740,29.5,NA,0.05,152,"290yp","Humic Dystroxerepts-Tuolumne-Typic Xerorthents-Ultic Haploxeralfs complex_30 to 70 percent slopes_mountain slopes_mesic",364
15,"Ultic Haploxeralfs","Yes",1674994,26638741,17.43,19.69,0.1,152,"290yp","Humic Dystroxerepts-Tuolumne-Typic Xerorthents-Ultic Haploxeralfs complex_30 to 70 percent slopes_mountain slopes_mesic",364
30,"Tuolumne","Yes",1674994,26638742,91.74,NA,0.03,152,"290yp","Humic Dystroxerepts-Tuolumne-Typic Xerorthents-Ultic Haploxeralfs complex_30 to 70 percent slopes_mountain slopes_mesic",364
5,"Dystric Xeropsamments","No",1674995,26638711,NA,NA,NA,NA,"292yp","Humic Dystroxerepts-Typic Haploxerults complex_5 to 35 percent slopes_mountain footslopes_landslides_mesic",718
10,"Typic Xerorthents","No",1674995,26638712,NA,NA,NA,NA,"292yp","Humic Dystroxerepts-Typic Haploxerults complex_5 to 35 percent slopes_mountain footslopes_landslides_mesic",718
10,"Ultic Haploxeralfs","No",1674995,26638713,NA,NA,NA,NA,"292yp","Humic Dystroxerepts-Typic Haploxerults complex_5 to 35 percent slopes_mountain footslopes_landslides_mesic",718
30,"Typic Haploxerults","Yes",1674995,26638714,28.35,18.13,0.11,152,"292yp","Humic Dystroxerepts-Typic Haploxerults complex_5 to 35 percent slopes_mountain footslopes_landslides_mesic",718
10,"Humic Haploxerepts","No",1674995,26638715,NA,NA,NA,NA,"292yp","Humic Dystroxerepts-Typic Haploxerults complex_5 to 35 percent slopes_mountain footslopes_landslides_mesic",718
35,"Humic Dystroxerepts","Yes",1674995,26638716,91.74,10.8,0.05,152,"292yp","Humic Dystroxerepts-Typic Haploxerults complex_5 to 35 percent slopes_mountain footslopes_landslides_mesic",718
18,"Vitrandic Dystrocryepts","Yes",1674996,26638736,29.5,11.44,0.1,152,"293yp","Xeric Dystrocryepts-Vitrandic Dystrocryepts association_0 to 25 percent slopes_mountain slopes_summits_cryic",47
70,"Xeric Dystrocryepts","Yes",1674996,26638737,91.74,NA,0.08,152,"293yp","Xeric Dystrocryepts-Vitrandic Dystrocryepts association_0 to 25 percent slopes_mountain slopes_summits_cryic",47
12,"Humic Dystroxerepts","No",1674996,26638738,NA,NA,NA,NA,"293yp","Xeric Dystrocryepts-Vitrandic Dystrocryepts association_0 to 25 percent slopes_mountain slopes_summits_cryic",47
20,"Ultic Palexeralfs","Yes",1674997,26638717,19.84,22.08,0.14,152,"296yp","Ultic Palexeralfs-Humic Dystroxerepts complex_10 to 35 percent slopes_mountain slopes_mesic",1281
5,"Rock outcrop","No",1674997,26638718,NA,NA,NA,NA,"296yp","Ultic Palexeralfs-Humic Dystroxerepts complex_10 to 35 percent slopes_mountain slopes_mesic",1281
5,"Dystric Xeropsamments","No",1674997,26638719,NA,NA,NA,NA,"296yp","Ultic Palexeralfs-Humic Dystroxerepts complex_10 to 35 percent slopes_mountain slopes_mesic",1281
10,"Humic Dystroxerepts","No",1674997,26638720,NA,NA,NA,NA,"296yp","Ultic Palexeralfs-Humic Dystroxerepts complex_10 to 35 percent slopes_mountain slopes_mesic",1281
10,"Ultic Palexeralfs","No",1674997,26638721,NA,NA,NA,NA,"296yp","Ultic Palexeralfs-Humic Dystroxerepts complex_10 to 35 percent slopes_mountain slopes_mesic",1281
5,"Typic Palexerults","No",1674997,26638722,NA,NA,NA,NA,"296yp","Ultic Palexeralfs-Humic Dystroxerepts complex_10 to 35 percent slopes_mountain slopes_mesic",1281
15,"Humic Dystroxerepts","Yes",1674997,26638723,38.39,18.35,0.1,268,"296yp","Ultic Palexeralfs-Humic Dystroxerepts complex_10 to 35 percent slopes_mountain slopes_mesic",1281
10,"Dystric Xerorthents","No",1674997,26638724,NA,NA,NA,NA,"296yp","Ultic Palexeralfs-Humic Dystroxerepts complex_10 to 35 percent slopes_mountain slopes_mesic",1281
10,"Vitrandic Haploxerepts","No",1674997,26638725,NA,NA,NA,NA,"296yp","Ultic Palexeralfs-Humic Dystroxerepts complex_10 to 35 percent slopes_mountain slopes_mesic",1281
10,"Ultic Haploxeralfs","No",1674997,26638726,NA,NA,NA,NA,"296yp","Ultic Palexeralfs-Humic Dystroxerepts complex_10 to 35 percent slopes_mountain slopes_mesic",1281
10,"Humic Dystroxerepts","No",1674998,26638731,NA,NA,NA,NA,"297yp","Typic Xerorthents-Rock outcrop-Typic Xeropsamments complex_15 to 45 percent slopes_mountain slopes_mesic",1272
30,"Typic Xerorthents","Yes",1674998,26638732,91.74,11.76,0.06,152,"297yp","Typic Xerorthents-Rock outcrop-Typic Xeropsamments complex_15 to 45 percent slopes_mountain slopes_mesic",1272
25,"Rock outcrop","Yes",1674998,26638733,NA,NA,NA,NA,"297yp","Typic Xerorthents-Rock outcrop-Typic Xeropsamments complex_15 to 45 percent slopes_mountain slopes_mesic",1272
10,"Lithic Xerorthents","No",1674998,26638734,NA,NA,NA,NA,"297yp","Typic Xerorthents-Rock outcrop-Typic Xeropsamments complex_15 to 45 percent slopes_mountain slopes_mesic",1272
25,"Typic Xeropsamments","Yes",1674998,26638735,91.74,9.87,0.06,152,"297yp","Typic Xerorthents-Rock outcrop-Typic Xeropsamments complex_15 to 45 percent slopes_mountain slopes_mesic",1272
35,"Ultic Haploxeralfs","Yes",1674999,26638727,30.77,13.14,0.08,152,"299yp","Humic Dystroxerepts-Ultic Haploxeralfs complex_15 to 35 percent slopes_mountain slopes_moraines_mesic",109
14,"Typic Dystroxerepts","No",1674999,26638728,NA,NA,NA,NA,"299yp","Humic Dystroxerepts-Ultic Haploxeralfs complex_15 to 35 percent slopes_mountain slopes_moraines_mesic",109
46,"Humic Dystroxerepts","Yes",1674999,26638729,263.17,NA,0.03,152,"299yp","Humic Dystroxerepts-Ultic Haploxeralfs complex_15 to 35 percent slopes_mountain slopes_moraines_mesic",109
5,"Rock outcrop","No",1674999,26638730,NA,NA,NA,NA,"299yp","Humic Dystroxerepts-Ultic Haploxeralfs complex_15 to 35 percent slopes_mountain slopes_moraines_mesic",109
14,"Happyisles","No",1675000,26638756,NA,NA,NA,NA,"302yp","Typic Haploxerults-Ultic Haploxeralfs complex_0 to 30 percent slopes_mountain slopes_hummocky_mesic",713
45,"Typic Haploxerults","Yes",1675000,26638757,18.32,22.94,0.14,152,"302yp","Typic Haploxerults-Ultic Haploxeralfs complex_0 to 30 percent slopes_mountain slopes_hummocky_mesic",713
41,"Ultic Haploxeralfs","Yes",1675000,26638758,35.47,15.41,0.07,152,"302yp","Typic Haploxerults-Ultic Haploxeralfs complex_0 to 30 percent slopes_mountain slopes_hummocky_mesic",713
20,"Tuolumne","Yes",1675001,26638759,9.17,NA,0.05,152,"303yp","Rock outcrop-Dystric Xeropsamments-Humic Dystroxerepts-Tuolumne complex_30 to 65 percent slopes_mountain slopes_mesic",5379
20,"Humic Dystroxerepts","Yes",1675001,26638760,9.17,NA,0.04,152,"303yp","Rock outcrop-Dystric Xeropsamments-Humic Dystroxerepts-Tuolumne complex_30 to 65 percent slopes_mountain slopes_mesic",5379
5,"Dystric Xerorthents","No",1675001,26638761,NA,NA,NA,NA,"303yp","Rock outcrop-Dystric Xeropsamments-Humic Dystroxerepts-Tuolumne complex_30 to 65 percent slopes_mountain slopes_mesic",5379
5,"Ultic Palexeralfs","No",1675001,26638762,NA,NA,NA,NA,"303yp","Rock outcrop-Dystric Xeropsamments-Humic Dystroxerepts-Tuolumne complex_30 to 65 percent slopes_mountain slopes_mesic",5379
20,"Dystric Xeropsamments","Yes",1675001,26638763,9.17,10.31,0.06,152,"303yp","Rock outcrop-Dystric Xeropsamments-Humic Dystroxerepts-Tuolumne complex_30 to 65 percent slopes_mountain slopes_mesic",5379
30,"Rock outcrop","Yes",1675001,26638764,NA,NA,NA,NA,"303yp","Rock outcrop-Dystric Xeropsamments-Humic Dystroxerepts-Tuolumne complex_30 to 65 percent slopes_mountain slopes_mesic",5379
10,"Rock outcrop","No",1675002,26638671,NA,NA,NA,NA,"322yp","Typic Xerorthents_45 to 100 percent slopes_mountain slopes_thermic",649
90,"Typic Xerorthents","Yes",1675002,26638672,29.5,7.78,0.08,152,"322yp","Typic Xerorthents_45 to 100 percent slopes_mountain slopes_thermic",649
35,"Rock outcrop","Yes",1675003,26638673,NA,NA,NA,NA,"324yp","Humic Haploxerepts-Rock outcrop-Ultic Haploxeralfs association_45 to 100 percent slopes_metasedimentary_mountain slopes_thermic",4087
40,"Humic Haploxerepts","Yes",1675003,26638674,22.26,8.4,0.06,152,"324yp","Humic Haploxerepts-Rock outcrop-Ultic Haploxeralfs association_45 to 100 percent slopes_metasedimentary_mountain slopes_thermic",4087
25,"Ultic Haploxeralfs","Yes",1675003,26638675,6.5,5.91,0.1,152,"324yp","Humic Haploxerepts-Rock outcrop-Ultic Haploxeralfs association_45 to 100 percent slopes_metasedimentary_mountain slopes_thermic",4087
100,"Wilderness Area","Yes",1675004,26638765,NA,NA,NA,NA,"WIL","Wilderness Area",21660
5,"Tujunga","No",1675006,26638234,NA,NA,NA,NA,"VdAm","Visalia sandy loam_0 to 3 percent slopes",113
10,"Hanford","No",1675006,26638235,NA,NA,NA,NA,"VdAm","Visalia sandy loam_0 to 3 percent slopes",113
85,"Visalia","Yes",1675006,26638236,28,10,0.12,152,"VdAm","Visalia sandy loam_0 to 3 percent slopes",113
40,"Dystric Xerorthents","Yes",1697116,26638668,91.74,11.08,0.02,152,"321yp","Dystric Xeropsamments-Dystric Xerorthents association_0 to 20 percent slopes_mountain valleys_thermic",13
50,"Dystric Xeropsamments","Yes",1697116,26638669,202.22,12.4,0.05,154,"321yp","Dystric Xeropsamments-Dystric Xerorthents association_0 to 20 percent slopes_mountain valleys_thermic",13
10,"Riverwash","No",1697116,26638670,NA,NA,NA,NA,"321yp","Dystric Xeropsamments-Dystric Xerorthents association_0 to 20 percent slopes_mountain valleys_thermic",13
15,"Arpatutu","Yes",3251989,26638776,7.8,6.7,0.1,200,"8172","Nedsgulch-Wallyhill-Arpatutu complex_15 to 30 percent slopes",261
1,"Mined land","No",3251989,26638777,NA,NA,NA,NA,"8172","Nedsgulch-Wallyhill-Arpatutu complex_15 to 30 percent slopes",261
49,"Nedsgulch","Yes",3251989,26638778,10.88,5.07,0.15,200,"8172","Nedsgulch-Wallyhill-Arpatutu complex_15 to 30 percent slopes",261
25,"Wallyhill","Yes",3251989,26638779,10.66,6.37,0.19,103,"8172","Nedsgulch-Wallyhill-Arpatutu complex_15 to 30 percent slopes",261
10,"Fricot","No",3251989,26638780,7.1,11.57,0.12,71,"8172","Nedsgulch-Wallyhill-Arpatutu complex_15 to 30 percent slopes",261
25,"Wallyhill","Yes",3251990,26638771,13.98,5.6,0.19,104,"8173","Nedsgulch-Wallyhill-Arpatutu complex_30 to 60 percent slopes",1337
45,"Nedsgulch","Yes",3251990,26638772,7.54,8.21,0.15,200,"8173","Nedsgulch-Wallyhill-Arpatutu complex_30 to 60 percent slopes",1337
10,"Fricot","No",3251990,26638773,7.1,11.57,0.12,71,"8173","Nedsgulch-Wallyhill-Arpatutu complex_30 to 60 percent slopes",1337
17,"Arpatutu","Yes",3251990,26638774,9,5.28,0.12,200,"8173","Nedsgulch-Wallyhill-Arpatutu complex_30 to 60 percent slopes",1337
3,"Rock outcrop","No",3251990,26638775,NA,NA,NA,NA,"8173","Nedsgulch-Wallyhill-Arpatutu complex_30 to 60 percent slopes",1337
5,"Sites","No",3251991,26638786,8.78,NA,0.16,183,"8162","Nedsgulch-Arpatutu complex_30 to 60 percent slopes",62
57,"Nedsgulch","Yes",3251991,26638787,11.52,8.24,0.19,200,"8162","Nedsgulch-Arpatutu complex_30 to 60 percent slopes",62
25,"Arpatutu","Yes",3251991,26638788,18.66,6.01,0.12,200,"8162","Nedsgulch-Arpatutu complex_30 to 60 percent slopes",62
10,"Wallyhill","No",3251991,26638789,13.62,7.03,0.2,104,"8162","Nedsgulch-Arpatutu complex_30 to 60 percent slopes",62
3,"Rock outcrop","No",3251991,26638790,NA,NA,NA,NA,"8162","Nedsgulch-Arpatutu complex_30 to 60 percent slopes",62
3,"Mined land","No",3251992,26638795,NA,NA,NA,NA,"7102","Bigridge-Minniecreek complex_15 to 30 percent slopes",12
5,"Dunstone","No",3251992,26638796,9.94,NA,0.18,67,"7102","Bigridge-Minniecreek complex_15 to 30 percent slopes",12
5,"Trabuco","No",3251992,26638797,3.8,25.62,0.17,168,"7102","Bigridge-Minniecreek complex_15 to 30 percent slopes",12
5,"Rock outcrop","No",3251992,26638798,NA,NA,NA,NA,"7102","Bigridge-Minniecreek complex_15 to 30 percent slopes",12
58,"Bigridge","Yes",3251992,26638799,13.14,74.3,0.17,132,"7102","Bigridge-Minniecreek complex_15 to 30 percent slopes",12
24,"Minniecreek","Yes",3251992,26638800,14.78,16.9,0.19,97,"7102","Bigridge-Minniecreek complex_15 to 30 percent slopes",12
38,"Bigridge","Yes",3251993,26638801,13.14,74.3,0.17,132,"7103","Minniecreek-Bigridge complex_30 to 60 percent slopes",338
45,"Minniecreek","Yes",3251993,26638802,14.78,16.9,0.19,97,"7103","Minniecreek-Bigridge complex_30 to 60 percent slopes",338
5,"Trabuco","No",3251993,26638803,3.8,25.62,0.17,168,"7103","Minniecreek-Bigridge complex_30 to 60 percent slopes",338
5,"Dunstone","No",3251993,26638804,9.94,NA,0.18,67,"7103","Minniecreek-Bigridge complex_30 to 60 percent slopes",338
5,"Rock outcrop","No",3251993,26638805,NA,NA,NA,NA,"7103","Minniecreek-Bigridge complex_30 to 60 percent slopes",338
2,"Mined land","No",3251993,26638806,NA,NA,NA,NA,"7103","Minniecreek-Bigridge complex_30 to 60 percent slopes",338
35,"Wallyhill","Yes",3340459,26638807,5.04,NA,0.16,77,"8152","Fricot-Wallyhill complex_8 to 30 percent slopes",214
50,"Fricot","Yes",3340459,26638808,4.95,NA,0.12,57,"8152","Fricot-Wallyhill complex_8 to 30 percent slopes",214
5,"Rock outcrop","No",3340459,26638809,NA,NA,NA,NA,"8152","Fricot-Wallyhill complex_8 to 30 percent slopes",214
10,"Nedsgulch","No",3340459,26638810,10.88,5.07,0.15,200,"8152","Fricot-Wallyhill complex_8 to 30 percent slopes",214
10,"Nedsgulch","No",3340460,26638811,7.54,8.21,0.15,200,"8153","Wallyhill-Fricot complex_30 to 60 percent slopes",197
5,"Rock outcrop","No",3340460,26638812,NA,NA,NA,NA,"8153","Wallyhill-Fricot complex_30 to 60 percent slopes",197
25,"Fricot","Yes",3340460,26638813,4.95,NA,0.12,57,"8153","Wallyhill-Fricot complex_30 to 60 percent slopes",197
60,"Wallyhill","Yes",3340460,26638814,10.42,7.2,0.17,200,"8153","Wallyhill-Fricot complex_30 to 60 percent slopes",197
10,"Nedsgulch","No",3340461,26638791,13.02,8.67,0.19,152,"8190","Lickinfork-Arpatutu complex_40 to 90 percent slopes",331
35,"Arpatutu","Yes",3340461,26638792,10.66,5.2,0.1,200,"8190","Lickinfork-Arpatutu complex_40 to 90 percent slopes",331
50,"Lickinfork","Yes",3340461,26638793,10.66,12.26,0.13,152,"8190","Lickinfork-Arpatutu complex_40 to 90 percent slopes",331
